reply,class,source
"Of course Jews get dragged into this “@AP: MORE: France: Shooting, hostage-taking at kosher market in Paris: http://t.co/gsvvDmanXS”",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"RT @AP: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/ftjw9awhRm",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"Good morning everyone! - “@AP: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/Ov9o4UWcGW”",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
@AP @YahooNews They're really hungry.,comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"“@AP: MORE: #France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/O6wbqBZsuI”",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"GET YOUR FUCKING SHIT TOGETHER FRANCE
@AP",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"RT“@Daroff: Pray for hostages RT @AP: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/lfQYr5PgEX”",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"Pray for hostages RT @AP: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/0icHFF65Az",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
@AP Locate more photo here! http://t.co/Xh5bm7I3Su,comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"#AlQaedaYemen
#CharlieHebdo connexion; policewoman; market
@JulienPain: Police: Suspects Thurs Montrouge shooting
http://t.co/C07IHyK817",support,French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu
MT @JulienPain French police publish photos of suspect in Montrouge shooting. Maybe the same people in Kosher market http://t.co/zTAb4EfhXw,support,French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu
@JulienPain @FRANCE24 faces of evil.,comment,French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu
@cnnbrk,comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/HVlVZdvCIi” watching the news.,support,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/G7eoAAgr2J”,support,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@cnnbrk hopefully the terrorist died a horrible painful tragic death. There is no pride or respect for martyrdom. #pathetic,comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/i1GC3QP9mc”,deny,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@Telenieuws @cnnbrk,comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/8fzO3SgfaO” Prayers,comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@vega_shelly @cnnbrk fingers crossed,support,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/9iGxZtbjo2,support,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@cnnbrk Thank goodness! Is it possible for this to end with no more innocent lives lost?,deny,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@cnnbrk The 6 are reported dead.,comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/2UBRQFXup8” 🙏,support,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
"@cnnbrk @cnni More workplace violence right, CNN?",comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
Thank G-d! RT @cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/58wMc6M6Jf,comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@Daroff 4 people reported dead of six hostages. Sounding worse . Thnx for updates &amp; links.,support,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
"@cnnbrk Why do the ""terrorists"" look #mindcontrolled?",comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/oKpNmBXjKl”,support,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@cnnbrk the brother Kouachi are dead,comment,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@cnnbrk http://t.co/5ZjwU34D9N,support,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
@tnewtondunn @theuneasyreaper poor people :((((,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@tnewtondunn Freedom of speech is something to be fought for. In 1824 I set up 'Correspondent' newspaper to report news without censorship,support,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@m33ryg @katherine1924 @Mumbobee @tnewtondunn @mehdirhasan Keep religion out of it ? Bit late for that !,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@tnewtondunn Important moment. Other papers could provide safety in numbers.,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
"@tnewtondunn @toadmeister 
When will EU wake up?",comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@tnewtondunn @mehdirhasan  attacking religion is not free speech. People get hurt and then act like this which is also wrong,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@Olenkafrenkiel @Cavelloman1 @mjhsinclair @tnewtondunn @VictoriaPeckham I'll ride with you. #illridewithyou http://t.co/dFLDTDqTbS,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
"@m33ryg @katherine1924 @tnewtondunn @mehdirhasan This is the point of free speech, why get so offended!!?",comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@m33ryg @tnewtondunn @mehdirhasan Can you supply the factual evidence of a winged horse? Or a man resurrected after 3 days?,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@tnewtondunn solidarity is key - we can't be mute in the face of this repulsiveness. #StandUpForSatire #CharlieHebdo,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@UnbiasedF If you go into such facts it will be a very long story to keep it short that 1.6 bil ppl can't have a prophet made a joke out.,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@Mumbobee @tnewtondunn @mehdirhasan  if free speech hurts the feelings of 1.6 bil ppl then it's wrong and shouldn't happen,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@katherine1924 @Mumbobee @tnewtondunn @mehdirhasan  What else could have been the motive ?   To prevent it from happening keep religion out,query,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@tnewtondunn @theuneasyreaper rip x,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@Mumbobee this is what ppl are not understanding. Muslims get hurt when there prophet gets made a joke out. And some retaliate wrongly.,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@m33ryg @Mumbobee @tnewtondunn @mehdirhasan You are an arsehole!  #freeSpeech,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@tnewtondunn #i'llridewithyou,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@UnbiasedF @tnewtondunn @mehdirhasan of course they should be allowed to speak against a religion but with facts not by ridiculing it,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@katherine1924 @Mumbobee @tnewtondunn @mehdirhasan  it's wrong that the men retaliated in this way but we need to look at why they did it,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@tnewtondunn You guys should put one of their cartoons - maybe the last one they tweeted - on your front page tomorrow.,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@mjhsinclair @Olenkafrenkiel @tnewtondunn No..On every newspaper from Russia to the USA.,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@Cavelloman1 @mjhsinclair @tnewtondunn @VictoriaPeckham and give true meaning to the hashtag #illridewithyou #charliehebdo.,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@m33ryg @Mumbobee @tnewtondunn @mehdirhasan They presumably did it because they were 'offended'. You're an apologist of Islamist nut jobs!,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
"@m33ryg @tnewtondunn @mehdirhasan ""Facts about a religion"" Do you see the irony in that statement?",comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
"@m33ryg @tnewtondunn @mehdirhasan Of course it is free speech, that's the definition of ""free speech"" to openly make comments or draw a pic!",comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
"@mjhsinclair @tnewtondunn Sadly, since none of the UK press dared reprint the Jyllands-Posten cartoons, I think that's very unlikely.",comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@m33ryg @tnewtondunn @mehdirhasan You think people shouldn't be allowed to speak against any religion?,comment,"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."
@NBCNews,comment,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1"
@NBCNews Theres also an explosion in a restaurant there.,comment,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1"
"@NBCNews It happen 1 hour ago, not very reactive, big issues with Data evaluation #sourcechecking #seriousinvestifation",comment,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1"
@NBCNews @MikeRodNews http://t.co/nfIrio6748,support,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1"
@NBCNews @TODAYshow Pencils as 9-11? All the cartoon responses are cartoonists as victims. Where's the defiance?,deny,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1"
“@AFP: #UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/sXtqLIsrW4 #CharlieHebdo”,deny,#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo
@AFP Go to hell #CharlieHebdo,comment,#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo
"@RT_com dying in  the business of killing people is the basis for martydom?
#CharlieHebdo",comment,#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media http://t.co/G6eunBDIrj http://t.co/jOnfaapehF
@RT_com @Firetrench Try and arrest them first so they can be put in jail to rot. A much better end for them. They'll end up as homosexual.,comment,#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media http://t.co/G6eunBDIrj http://t.co/jOnfaapehF
